Case	Topic	Notes
Pennoyer v. Neff 95 u.s. 714 (1878)	Jurisdiction	
Ex parte Siebold 100 u.s. 371 (1879)	Jurisdiction	
Pollock v. Farmers' Loan and Trust Company 157 u.s. 429 (1895)	Jurisdiction	
In re Debs 158 u.s. 564 (1895)	Jurisdiction	
Standard Oil Co. of New Jersey v. United States 221 u.s. 1 (1911)	Jurisdiction	
Pacific States Telephone and Telegraph Company v. Oregon 223 u.s. 118 (1912)	Jurisdiction	
State of Missouri v. Holland 252 u.s. 416 (1920)	Jurisdiction	
Tyson & Brother v. Banton 273 u.s. 418 (1927)	Jurisdiction	
Whitney v. California 274 u.s. 357 (1927)	Jurisdiction	
Olmstead v. United States 277 u.s. 438 (1928)	Jurisdiction	
Ex parte Bakelite Corporation 279 u.s. 438 (1929)	Jurisdiction	
"Nashville, Chattanooga & St. Louis Railway Co. v. Wallace 288 u.s. 249 (1933)"	Jurisdiction	
"Grosjean v. American Press Co., Inc. 297 u.s. 233 (1936)"	Jurisdiction	
United States v. Curtiss-Wright Export Corp. 299 u.s. 304 (1936)	Jurisdiction	
Hague v. Committee for Industrial Organization 307 u.s. 496 (1939)	Jurisdiction	
Ex Parte Quirin 317 u.s. 1 (1942)	Jurisdiction	
International Shoe v. State of Washington 326 u.s. 310 (1945)	Jurisdiction	
United States v. Lovett 328 u.s. 303 (1946)	Jurisdiction	
Illinois ex rel. McCollum v. Board of Education of School District 333 u.s. 203 (1948)	Jurisdiction	
United States v. Quarles 350 u.s. 11 (1955)	Jurisdiction	
National Association for the Advancement of Colored People v. Patterson 357 u.s. 449 (1958)	Jurisdiction	
Williams v. Lee 358 u.s. 217 (1959)	Jurisdiction	
Baker v. Carr 369 u.s. 186 (1962)	Jurisdiction	
Glidden Co. v. Zdanok 370 u.s. 530 (1962)	Jurisdiction	
National Association for the Advancement of Colored People v. Button 371 u.s. 415 (1963)	Jurisdiction	
Katzenbach v. McClung 379 u.s. 294 (1964)	Jurisdiction	
Zemel v. Rusk 381 u.s. 1 (1965)	Jurisdiction	
Kent v. United States 383 u.s. 541 (1966)	Jurisdiction	
United States v. Guest 383 u.s. 745 (1966)	Jurisdiction	
Powell v. McCormack 395 u.s. 486 (1969)	Jurisdiction	
Benton v. Maryland 395 u.s. 784 (1969)	Jurisdiction	
Younger v. Harris 401 u.s. 37 (1971)	Jurisdiction	
Smith v. Goguen 415 u.s. 566 (1974)	Jurisdiction	
Mathews v. Eldridge 424 u.s. 319 (1976)	Jurisdiction	
Wooley v. Maynard 430 u.s. 705 (1977)	Jurisdiction	
Hunt v. Washington State Apple Advertising Commission 432 u.s. 333 (1977)	Jurisdiction	
Orr v. Orr 440 u.s. 268 (1979)	Jurisdiction	
Delaware v. Prouse 440 u.s. 648 (1979)	Jurisdiction	
Pruneyard Shopping Center v. Robins 447 u.s. 74 (1980)	Jurisdiction	
Dames & Moore v. Regan 453 u.s. 654 (1981)	Jurisdiction	
Eddings v. Oklahoma 455 u.s. 104 (1982)	Jurisdiction	
Nixon v. Fitzgerald 457 u.s. 731 (1982)	Jurisdiction	
Northern Pipeline Constr. Co. v. Marathon Pipe Line Co. 458 u.s. 50 (1982)	Jurisdiction	
Illinois v. Gates 462 u.s. 213 (1983)	Jurisdiction	
Michigan v. Long 463 u.s. 1032 (1983)	Jurisdiction	
Florida v. Meyers 466 u.s. 380 (1984)	Jurisdiction	
New York v. Class 475 u.s. 106 (1986)	Jurisdiction	
Thornburgh v. American College of Obstetricians & Gynecologists 476 u.s. 747 (1986)	Jurisdiction	
"Board of Directors, Rotary International v. Rotary Club of Duarte 481 u.s. 537 (1987)"	Jurisdiction	
"First English Evangelical Lutheran Church of Glendale v. County of Los Angeles, California 482 u.s. 304 (1987)"	Jurisdiction	
Missouri v. Jenkins 495 u.s. 33 (1990)	Jurisdiction	
Cohen v. Cowles Media Co. 501 u.s. 663 (1991)	Jurisdiction	
Ohio v. Robinette 519 u.s. 33 (1996)	Jurisdiction	
United States v. Morrison 529 u.s. 598 (2000)	Jurisdiction	
Seminole Tribe of Florida v. Florida 1995-41 (1996)	Jurisdiction	
Strauder v. West Virginia 100 u.s. 303 (1879)	Jury	
In re Debs 158 u.s. 564 (1895)	Jury	
United States v. Jackson 390 u.s. 570 (1968)	Jury	
Duncan v. Louisiana 391 u.s. 145 (1968)	Jury	
Witherspoon v. Illinois 391 u.s. 510 (1968)	Jury	
Bumper v. North Carolina 391 u.s. 543 (1968)	Jury	
Williams v. Florida 399 u.s. 78 (1970)	Jury	
Jenkins v. Georgia 418 u.s. 153 (1974)	Jury	
Taylor v. Louisiana 419 u.s. 522 (1975)	Jury	
Murphy v. Florida 421 u.s. 794 (1975)	Jury	
Ballew v. Georgia 435 u.s. 223 (1978)	Jury	
Burch v. Louisiana 441 u.s. 130 (1979)	Jury	
Batson v. Kentucky 476 u.s. 79 (1986)	Jury	
Lockhart v. McCree 476 u.s. 162 (1986)	Jury	
South Carolina v. Gathers 490 u.s. 805 (1989)	Jury	
Ford v. Georgia 498 u.s. 411 (1991)	Jury	
Powers v. Ohio 499 u.s. 400 (1991)	Jury	
Fletcher v. Peck 10 u.s. 87 (1810)	Justiciability	
Cherokee Nation v. Georgia 30 u.s. 1 (1831)	Justiciability	
Luther v. Borden 48 u.s. 1 (1849)	Justiciability	
Ex parte Milligan 71 u.s. 2 (1866)	Justiciability	
Texas v. White 74 u.s. 700 (1868)	Justiciability	
Pierce v. Society of Sisters 268 u.s. 510 (1925)	Justiciability	
Village of Euclid v. Ambler Realty Co. 272 u.s. 365 (1926)	Justiciability	
Ex parte Bakelite Corporation 279 u.s. 438 (1929)	Justiciability	
"Nashville, Chattanooga & St. Louis Railway Co. v. Wallace 288 u.s. 249 (1933)"	Justiciability	
Ashwander v. Tennessee Valley Authority 297 u.s. 288 (1936)	Justiciability	
Carter v. Carter Coal Co. 298 u.s. 238 (1936)	Justiciability	
United States v. Belmont 301 u.s. 324 (1937)	Justiciability	
United States v. Lovett 328 u.s. 303 (1946)	Justiciability	
Colegrove v. Green 328 u.s. 549 (1946)	Justiciability	
Youngstown Sheet & Tube Co. v. Sawyer 343 u.s. 579 (1952)	Justiciability	
Communist Party of the United States v. Subversive Activities Control Bd. No. 12 367 u.s. 1 (1961)	Justiciability	
Baker v. Carr 369 u.s. 186 (1962)	Justiciability	
Wesberry v. Sanders 376 u.s. 1 (1964)	Justiciability	
Reynolds v. Sims 377 u.s. 533 (1964)	Justiciability	
Albertson v. Subversive Activities Control Board 382 u.s. 70 (1965)	Justiciability	
Keyishian v. Board of Regents 385 u.s. 589 (1967)	Justiciability	
Powell v. McCormack 395 u.s. 486 (1969)	Justiciability	
Moose Lodge No. 107 v. Irvis 407 u.s. 163 (1972)	Justiciability	
Roe v. Wade 410 u.s. 113 (1973)	Justiciability	
Doe v. Bolton 410 u.s. 179 (1973)	Justiciability	
******** 410 u.s. 752 (1973)	Justiciability	
Broadrick v. Oklahoma 413 u.s. 601 (1973)	Justiciability	
United States v. Nixon 418 u.s. 683 (1974)	Justiciability	
Buckley v. Valeo 424 u.s. 1 (1976)	Justiciability	
Nebraska Press Assn. v. Stuart 427 u.s. 539 (1976)	Justiciability	
Craig v. Boren 429 u.s. 190 (1976)	Justiciability	
"Linmark Associates, Inc. v. Township of Willingboro 431 u.s. 85 (1977)"	Justiciability	
Hunt v. Washington State Apple Advertising Commission 432 u.s. 333 (1977)	Justiciability	
Hicklin v. Orbeck 437 u.s. 518 (1978)	Justiciability	
"Gannett Co., Inc. v. DePasquale 443 u.s. 368 (1979)"	Justiciability	
Globe Newspaper Co. v. Superior Court 457 u.s. 596 (1982)	Justiciability	
Nixon v. Fitzgerald 457 u.s. 731 (1982)	Justiciability	
Illinois v. Gates 462 u.s. 213 (1983)	Justiciability	
INS v. Chadha 462 u.s. 919 (1983)	Justiciability	
Schall v. Martin 467 u.s. 253 (1984)	Justiciability	
Firefighters Local Union No. 1784 v. Stotts 467 u.s. 561 (1984)	Justiciability	
Bowen v. Roy 476 u.s. 693 (1986)	Justiciability	
Press-Enterprise Co. v. Superior Court 478 u.s. 1 (1986)	Justiciability	
Bethel School Dist. No. 403 v. Fraser 478 u.s. 675 (1986)	Justiciability	
Bowsher v. Synar 478 u.s. 714 (1986)	Justiciability	
United States v. Salerno 481 u.s. 739 (1987)	Justiciability	
Morrison v. Olson 487 u.s. 654 (1988)	Justiciability	
Lucas v. South Carolina Coastal Council 505 u.s. 1003 (1992)	Justiciability	
******** 99-2047 (2001)	Justiciability	Note
South Carolina v. Katzenbach 383 u.s. 301 (1966)	Juveniles	
Kent v. United States 383 u.s. 541 (1966)	Juveniles	
In re Gault 387 u.s. 1 (1967)	Juveniles	
Tinker v. Des Moines Independent Community School Dist. 393 u.s. 503 (1969)	Juveniles	
In re Winship 397 u.s. 358 (1970)	Juveniles	
Davis v. Alaska 415 u.s. 308 (1974)	Juveniles	
Ingraham v. Wright 430 u.s. 651 (1977)	Juveniles	
Parham v. J.R. 442 u.s. 584 (1979)	Juveniles	
Michael M. v. Superior Court 450 u.s. 464 (1981)	Juveniles	
Lassiter v. Department of Social Services 452 u.s. 18 (1981)	Juveniles	
Eddings v. Oklahoma 455 u.s. 104 (1982)	Juveniles	
Schall v. Martin 467 u.s. 253 (1984)	Juveniles	
Hazelwood School Dist. v. Kuhlmeier 484 u.s. 260 (1988)	Juveniles	
Thompson v. Oklahoma 487 u.s. 815 (1988)	Juveniles	
Massachusetts v. Oakes 491 u.s. 576 (1989)	Juveniles	
Stanford v. Kentucky 492 u.s. 361 (1989)	Juveniles	
Osborne v. Ohio 495 u.s. 103 (1990)	Juveniles	
United States v. Lopez 514 u.s. 549 (1995)	Juveniles	
Reno v. ACLU 521 u.s. 844 (1997)	Juveniles	
In re Debs 158 u.s. 564 (1895)	Labor	
Holden v. Hardy 169 u.s. 366 (1898)	Labor	
Lochner v. New York 198 u.s. 45 (1905)	Labor	
Adair v. United States 208 u.s. 161 (1908)	Labor	
Loewe v. Lawlor 208 u.s. 274 (1908)	Labor	
Muller v. Oregon 208 u.s. 412 (1908)	Labor	
Truax v. Raich 239 u.s. 33 (1915)	Labor	
Wilson v. New 243 u.s. 332 (1917)	Labor	
Hammer v. Dagenhart 247 u.s. 251 (1918)	Labor	
Adkins v. Children's Hospital 261 u.s. 525 (1923)	Labor	
Carter v. Carter Coal Co. 298 u.s. 238 (1936)	Labor	
West Coast Hotel Co. v. Parrish 300 u.s. 379 (1937)	Labor	
National Labor Relations Board v. Jones & Laughlin Steel Corp. 301 u.s. 1 (1937)	Labor	
Hague v. Committee for Industrial Organization 307 u.s. 496 (1939)	Labor	
Thornhill v. Alabama 310 u.s. 88 (1940)	Labor	
United States v. Darby 312 u.s. 100 (1941)	Labor	
American Communications Assn. v. Douds 339 u.s. 382 (1950)	Labor	
Youngstown Sheet & Tube Co. v. Sawyer 343 u.s. 579 (1952)	Labor	
Watkins v. United States 354 u.s. 178 (1957)	Labor	
Sherbert v. Verner 374 u.s. 398 (1963)	Labor	
Cox v. Louisiana 379 u.s. 536 (1965)	Labor	
Cox v. Louisiana 379 u.s. 559 (1965)	Labor	
United States v. Brown 381 u.s. 437 (1965)	Labor	
"Amalgamated Food Employees Union Local 590 v. Logan Valley Plaza, Inc. 391 u.s. 308 (1968)"	Labor	
Maryland v. Wirtz 392 u.s. 183 (1968)	Labor	
Police Dep't v. Mosley 408 u.s. 92 (1972)	Labor	
Grayned v. City of Rockford 408 u.s. 104 (1972)	Labor	
Broadrick v. Oklahoma 413 u.s. 601 (1973)	Labor	
Hudgens v. National Labor Relations Board 424 u.s. 507 (1976)	Labor	
National League of Cities v. Usery 426 u.s. 833 (1976)	Labor	
"United Steelworkers of America, AFL-CIO-CLC v. Weber 443 u.s. 193 (1979)"	Labor	
United Transportation Union v. Long Island Rail Road Co. 455 u.s. 678 (1982)	Labor	
Garcia v. San Antonio Transit Authority 469 u.s. 528 (1985)	Labor	
Wygant v. Jackson Board of Education 476 u.s. 267 (1986)	Labor	
Skinner v. Railway Labor Executives' Association 489 u.s. 602 (1989)	Labor	
Employment Division v. Smith 494 u.s. 872 (1990)	Labor	
Rutan v. Republican Party of Illinois 497 u.s. 62 (1990)	Labor	
Holden v. Hardy 169 u.s. 366 (1898)	Legislative Policy	
United States v. Brewster 408 u.s. 501 (1972)	Legislative Policy	
Gravel v. United States 408 u.s. 606 (1972)	Legislative Policy	
Department of Commerce v. United States House 525 u.s. 326 (1999)	Legislative Policy	
New York Times Co. v. Sullivan 376 u.s. 254 (1964)	Libel	
Curtis Publishing Co. v. Butts 388 u.s. 130 (1967)	Libel	
Rosenbloom v. Metromedia 403 u.s. 29 (1971)	Libel	
"Gertz v. Robert Welch, Inc. 418 u.s. 323 (1974)"	Libel	
"Time, Inc. v. Firestone 424 u.s. 448 (1976)"	Libel	
Loving v. Virginia 388 u.s. 1 (1967)	Marriage	
Frontiero v. Richardson 411 u.s. 677 (1973)	Marriage	
Orr v. Orr 440 u.s. 268 (1979)	Marriage	
Buck v. Bell 274 u.s. 200 (1927)	Mental Health	
Skinner v. Oklahoma ex rel. Williamson 316 u.s. 535 (1942)	Mental Health	
Pennhurst State School and Hospital v. Halderman 451 u.s. 1 (1981)	Mental Health	
Youngberg v. Romeo 457 u.s. 307 (1982)	Mental Health	
"City of Cleburne, Texas v. Cleburne Living Center, Inc. 473 u.s. 432 (1985)"	Mental Health	
Ford v. Wainwright 477 u.s. 399 (1986)	Mental Health	
Pennhurst State School and Hospital v. Halderman 451 u.s. 1 (1981)	Mental Retardation	
Penry v. Lynaugh 492 u.s. 302 (1989)	Mental Retardation	
Atkins v. Virginia 00-8452 (2002)	Mental Retardation	
International Shoe v. State of Washington 326 u.s. 310 (1945)	Minimum Contacts	
United States v. E. C. Knight Company 156 u.s. 1 (1895)	Monopoly	
Northern Securities Co. v. United States 193 u.s. 197 (1904)	Monopoly	
Swift and Company v. United States 196 u.s. 375 (1905)	Monopoly	
Loewe v. Lawlor 208 u.s. 274 (1908)	Monopoly	
Standard Oil Co. of New Jersey v. United States 221 u.s. 1 (1911)	Monopoly	
Houston East and West Texas Railway Company v. United States 234 u.s. 342 (1914)	Monopoly	
A. L. A. Schechter Poultry Corp. v. United States 295 u.s. 495 (1935)	Monopoly	
Ashwander v. Tennessee Valley Authority 297 u.s. 288 (1936)	Monopoly	
Bates v. State Bar of Arizona 433 u.s. 350 (1977)	Monopoly	
Pollock v. Farmers' Loan and Trust Company 157 u.s. 429 (1895)	National Power	
In re Debs 158 u.s. 564 (1895)	National Power	
Pollock v. Farmers' Loan & Trust Company (Rehearing) 158 u.s. 601 (1895)	National Power	
Northern Securities Co. v. United States 193 u.s. 197 (1904)	National Power	
Swift and Company v. United States 196 u.s. 375 (1905)	National Power	
Prize Cases 67 u.s. 635 (1862)	National Security	
Gitlow v. People 268 u.s. 652 (1925)	National Security	
Whitney v. California 274 u.s. 357 (1927)	National Security	
De Jonge v. Oregon 299 u.s. 353 (1937)	National Security	
United States v. Lovett 328 u.s. 303 (1946)	National Security	
American Communications Assn. v. Douds 339 u.s. 382 (1950)	National Security	
Dennis v. United States 341 u.s. 494 (1951)	National Security	
Adler v. Board of Education of City of New York 342 u.s. 485 (1952)	National Security	
Ullmann v. United States 350 u.s. 422 (1956)	National Security	
Pennsylvania v. Nelson 350 u.s. 497 (1956)	National Security	
Slochower v. Board of Higher Education of New York City 350 u.s. 551 (1956)	National Security	
Watkins v. United States 354 u.s. 178 (1957)	National Security	
Kent v. Dulles 357 u.s. 116 (1958)	National Security	
Barenblatt v. United States 360 u.s. 109 (1959)	National Security	
Shelton v. Tucker 364 u.s. 479 (1960)	National Security	
Communist Party of the United States v. Subversive Activities Control Bd. No. 12 367 u.s. 1 (1961)	National Security	
Scales v. United States 367 u.s. 203 (1961)	National Security	
Aptheker v. Secretary of State 378 u.s. 500 (1964)	National Security	
Zemel v. Rusk 381 u.s. 1 (1965)	National Security	
United States v. Brown 381 u.s. 437 (1965)	National Security	
Albertson v. Subversive Activities Control Board 382 u.s. 70 (1965)	National Security	
Keyishian v. Board of Regents 385 u.s. 589 (1967)	National Security	
New York Times Co. v. United States 403 u.s. 713 (1971)	National Security	
United States v. United States District Court 407 u.s. 297 (1972)	National Security	
McCulloch v. Maryland 17 u.s. 316 (1819)	Necessary and Proper	
National Labor Relations Board v. Jones & Laughlin Steel Corp. 301 u.s. 1 (1937)	New Deal	
Steward Machine Co. v. Collector of Internal Revenue 301 u.s. 548 (1937)	New Deal	
Griswold v. Connecticut 381 u.s. 479 (1965)	Ninth Amendment	
Roth v. United States 354 u.s. 476 (1957)	Obscenity	
Jacobellis v. Ohio 378 u.s. 184 (1964)	Obscenity	
"A Book Named ""John Cleland's Memoirs of a Woman of Pleasure"" v. Attorney General of Massachusetts 383 u.s. 413 (1966)"	Obscenity	
Stanley v. Georgia 394 u.s. 557 (1969)	Obscenity	
Rowan v. United States Post Office Department 397 u.s. 728 (1970)	Obscenity	
Cohen v. California 403 u.s. 15 (1971)	Obscenity	
Miller v. California 413 u.s. 15 (1973)	Obscenity	
Paris Adult Theatre I v. Slaton 413 u.s. 49 (1973)	Obscenity	
Jenkins v. Georgia 418 u.s. 153 (1974)	Obscenity	
"Young v. American Mini Theatres, Inc. 427 u.s. 50 (1976)"	Obscenity	
Board of Educ. v. Pico 457 u.s. 853 (1982)	Obscenity	
New York v. Ferber 458 u.s. 747 (1982)	Obscenity	
"City of Renton v. Playtime Theatres, Inc. 475 u.s. 41 (1986)"	Obscenity	
Bethel School Dist. No. 403 v. Fraser 478 u.s. 675 (1986)	Obscenity	
Osborne v. Ohio 495 u.s. 103 (1990)	Obscenity	
Jacobson v. United States 503 u.s. 540 (1992)	Obscenity	
Reno v. ACLU 521 u.s. 844 (1997)	Obscenity	
National Endowment for the Arts v. Finley 524 u.s. 569 (1998)	Obscenity	
Ashcroft v. Free Speech Coalition 00-795 (2002)	Obscenity	
Ex Parte Garland 71 u.s. 333 (1866)	Pardon	
Ex Parte Grossman 267 u.s. 87 (1925)	Pardon	
Helvering v. Davis 301 u.s. 619 (1937)	Pensions	
City of Los Angeles Department of Water and Power v. Manhart 435 u.s. 702 (1978)	Pensions	
Allied Structural Steel Co. v. Spannaus 438 u.s. 234 (1978)	Pensions	
United States. Railroad Retirement Board v. Fritz 449 u.s. 166 (1980)	Pensions	
Arizona Governing Committee for Tax Deferred Annuity and Deferred Compensation Plans v. Norris 463 u.s. 1073 (1983)	Pensions	
Ex Parte Garland 71 u.s. 333 (1866)	Pledge of Loyalty	
West Virginia State Board of Education v. Barnette 319 u.s. 624 (1943)	Pledge of Loyalty	
American Communications Assn. v. Douds 339 u.s. 382 (1950)	Pledge of Loyalty	
Keyishian v. Board of Regents 385 u.s. 589 (1967)	Pledge of Loyalty	
Lochner v. New York 198 u.s. 45 (1905)	Police Power	
Muller v. Oregon 208 u.s. 412 (1908)	Police Power	
Gitlow v. People 268 u.s. 652 (1925)	Police Power	
Village of Euclid v. Ambler Realty Co. 272 u.s. 365 (1926)	Police Power	
Erznoznik v. City of Jacksonville 422 u.s. 205 (1975)	Police Power	
Whalen v. Roe 429 u.s. 589 (1977)	Police Power	
Loretto v. Teleprompter Manhattan CATV Corp. 458 u.s. 419 (1982)	Police Power	
Nollan v. California Coastal Commission 483 u.s. 825 (1987)	Police Power	
Lucas v. South Carolina Coastal Council 505 u.s. 1003 (1992)	Police Power	
Maryland v. Wilson 519 u.s. 408 (1997)	Police Power	
United States v. Morrison 529 u.s. 598 (2000)	Police Power	
******** 99-2047 (2001)	Police Power	Note
Cherokee Nation v. Georgia 30 u.s. 1 (1831)	Political Questions	
Luther v. Borden 48 u.s. 1 (1849)	Political Questions	
Ex parte McCardle 74 u.s. 506 (1868)	Political Questions	
Pacific States Telephone and Telegraph Company v. Oregon 223 u.s. 118 (1912)	Political Questions	
United States v. Belmont 301 u.s. 324 (1937)	Political Questions	
United States v. Lovett 328 u.s. 303 (1946)	Political Questions	
Colegrove v. Green 328 u.s. 549 (1946)	Political Questions	
Baker v. Carr 369 u.s. 186 (1962)	Political Questions	
Wesberry v. Sanders 376 u.s. 1 (1964)	Political Questions	
United States v. Nixon 418 u.s. 683 (1974)	Political Questions	
INS v. Chadha 462 u.s. 919 (1983)	Political Questions	
California Democratic Party v. Jones 530 u.s. 567 (2000)	Political Questions	
Whitney v. California 274 u.s. 357 (1927)	Political Speech	
Stromberg v. California 283 u.s. 359 (1931)	Political Speech	
Albertson v. Subversive Activities Control Board 382 u.s. 70 (1965)	Political Speech	
Cohen v. California 403 u.s. 15 (1971)	Political Speech	
Broadrick v. Oklahoma 413 u.s. 601 (1973)	Political Speech	
Greer v. Spock 424 u.s. 828 (1976)	Political Speech	
Clark v. Community for Creative Nonviolence 468 u.s. 288 (1984)	Political Speech	
California Democratic Party v. Jones 530 u.s. 567 (2000)	Political Speech	
Pollock v. Farmers' Loan and Trust Company 157 u.s. 429 (1895)	Power to Tax and Spend	
Pollock v. Farmers' Loan & Trust Company (Rehearing) 158 u.s. 601 (1895)	Power to Tax and Spend	
McCray v. United States 195 u.s. 27 (1904)	Power to Tax and Spend	
Bailey v. Drexel Furniture Company 259 u.s. 20 (1922)	Power to Tax and Spend	
United States v. Butler 297 u.s. 1 (1936)	Power to Tax and Spend	
Steward Machine Co. v. Collector of Internal Revenue 301 u.s. 548 (1937)	Power to Tax and Spend	
Helvering v. Davis 301 u.s. 619 (1937)	Power to Tax and Spend	
Mulford v. Smith 307 u.s. 38 (1939)	Power to Tax and Spend	
Williams v. Florida 399 u.s. 78 (1970)	Precedent	
National League of Cities v. Usery 426 u.s. 833 (1976)	Precedent	
United States v. Ross 456 u.s. 798 (1982)	Precedent	
Garcia v. San Antonio Transit Authority 469 u.s. 528 (1985)	Precedent	
South Carolina v. Gathers 490 u.s. 805 (1989)	Precedent	
Patterson v. McLean Credit Union 491 u.s. 164 (1989)	Precedent	
Webster v. Reproductive Health Services 492 u.s. 490 (1989)	Precedent	
Quill Corp. v. North Dakota by and Through Heitkamp 504 u.s. 298 (1992)	Precedent	
Planned Parenthood of Southeastern Pennsylvania v. Casey 505 u.s. 833 (1992)	Precedent	
Seminole Tribe of Florida v. Florida 1995-41 (1996)	Precedent	
Foster & Elam v. Neilson 27 u.s. 253 (1829)	Presidency	
Kendall v. United States 37 u.s. 524 (1838)	Presidency	
Prize Cases 67 u.s. 635 (1862)	Presidency	
Ex parte Milligan 71 u.s. 2 (1866)	Presidency	
Ex Parte Garland 71 u.s. 333 (1866)	Presidency	
Mississippi v. Johnson 71 u.s. 475 (1866)	Presidency	
Head Money Cases 112 u.s. 580 (1884)	Presidency	
In re Neagle 135 u.s. 1 (1890)	Presidency	
In re Debs 158 u.s. 564 (1895)	Presidency	
Selective Draft Law Cases 245 u.s. 366 (1918)	Presidency	
State of Missouri v. Holland 252 u.s. 416 (1920)	Presidency	
Block v. Hirsh 256 u.s. 135 (1921)	Presidency	
Ex Parte Grossman 267 u.s. 87 (1925)	Presidency	
Myers v. United States 272 u.s. 52 (1926)	Presidency	
The Pocket Veto Case 279 u.s. 655 (1929)	Presidency	
Humphrey's Executor v. United States 295 u.s. 602 (1935)	Presidency	
United States v. Curtiss-Wright Export Corp. 299 u.s. 304 (1936)	Presidency	
National Labor Relations Board v. Jones & Laughlin Steel Corp. 301 u.s. 1 (1937)	Presidency	
United States v. Belmont 301 u.s. 324 (1937)	Presidency	
Steward Machine Co. v. Collector of Internal Revenue 301 u.s. 548 (1937)	Presidency	
United States v. Pink 315 u.s. 203 (1942)	Presidency	
Korematsu v. United States 323 u.s. 214 (1944)	Presidency	
Youngstown Sheet & Tube Co. v. Sawyer 343 u.s. 579 (1952)	Presidency	
United States v. Quarles 350 u.s. 11 (1955)	Presidency	
Wiener v. United States 357 u.s. 349 (1958)	Presidency	
New York Times Co. v. United States 403 u.s. 713 (1971)	Presidency	
United States v. United States District Court 407 u.s. 297 (1972)	Presidency	
United States v. Nixon 418 u.s. 683 (1974)	Presidency	
Buckley v. Valeo 424 u.s. 1 (1976)	Presidency	
Nixon v. Administrator of General Services 433 u.s. 425 (1977)	Presidency	
Dames & Moore v. Regan 453 u.s. 654 (1981)	Presidency	
Nixon v. Fitzgerald 457 u.s. 731 (1982)	Presidency	
Harlow v. Fitzgerald 457 u.s. 800 (1982)	Presidency	
Bowsher v. Synar 478 u.s. 714 (1986)	Presidency	
Clinton v. Jones 520 u.s. 681 (1997)	Presidency	
Printz v. United States 521 u.s. 898 (1997)	Presidency	
Clinton v. City of New York 524 u.s. 417 (1998)	Presidency	
Estelle v. Gamble 429 u.s. 97 (1976)	Prison	
Dothard v. Rawlinson 433 u.s. 321 (1977)	Prison	
Hudson v. Palmer 468 u.s. 517 (1984)	Prison	
Whitley v. Albers 475 u.s. 312 (1986)	Prison	
Wilson v. Seiter 501 u.s. 294 (1991)	Prison	
Hudson v. McMillian 503 u.s. 1 (1992)	Prison	
Meyer v. State of Nebraska 262 u.s. 390 (1923)	Privacy	
Olmstead v. United States 277 u.s. 438 (1928)	Privacy	
Griswold v. Connecticut 381 u.s. 479 (1965)	Privacy	
Stanley v. Georgia 394 u.s. 557 (1969)	Privacy	
Roe v. Wade 410 u.s. 113 (1973)	Privacy	
Doe v. Bolton 410 u.s. 179 (1973)	Privacy	
Doe v. McMillan 412 u.s. 306 (1973)	Privacy	
Paris Adult Theatre I v. Slaton 413 u.s. 49 (1973)	Privacy	
Paul v. Davis 424 u.s. 693 (1976)	Privacy	
Whalen v. Roe 429 u.s. 589 (1977)	Privacy	
Carey v. Population Services International 431 u.s. 678 (1977)	Privacy	
Maher v. Roe 432 u.s. 464 (1977)	Privacy	
Nixon v. Administrator of General Services 433 u.s. 425 (1977)	Privacy	
"Akron v. Akron Center for Reproductive Health, Inc. 462 u.s. 416 (1983)"	Privacy	
Thornburgh v. American College of Obstetricians & Gynecologists 476 u.s. 747 (1986)	Privacy	
Bowers v. Hardwick 478 u.s. 186 (1986)	Privacy	
Webster v. Reproductive Health Services 492 u.s. 490 (1989)	Privacy	
Planned Parenthood of Southeastern Pennsylvania v. Casey 505 u.s. 833 (1992)	Privacy	
Washington v. Glucksberg 521 u.s. 702 (1997)	Privacy	
Wilson v. Layne 526 u.s. 603 (1999)	Privacy	
Reno v. Condon 528 u.s. 141 (2000)	Privacy	
Civil Rights Cases 109 u.s. 3 (1883)	Privileges and Immunities	
Holden v. Hardy 169 u.s. 366 (1898)	Privileges and Immunities	
Maxwell v. Dow 176 u.s. 581 (1900)	Privileges and Immunities	
Twining v. State 211 u.s. 78 (1908)	Privileges and Immunities	
Buchanan v. Warley 245 u.s. 60 (1917)	Privileges and Immunities	
Hague v. Committee for Industrial Organization 307 u.s. 496 (1939)	Privileges and Immunities	
Adamson v. California 332 u.s. 46 (1947)	Privileges and Immunities	
Shapiro v. Thompson 394 u.s. 618 (1969)	Privileges and Immunities	
Furman v. Georgia 408 u.s. 238 (1972)	Privileges and Immunities	
United States v. Brewster 408 u.s. 501 (1972)	Privileges and Immunities	
Gravel v. United States 408 u.s. 606 (1972)	Privileges and Immunities	
Hicklin v. Orbeck 437 u.s. 518 (1978)	Privileges and Immunities	
Building Trades & Construction Trades Council of Camden County and Vicinity v. Mayor and Council of the City of Camden 465 u.s. 208 (1984)	Privileges and Immunities	
Supreme Court of New Hampshire v. Piper 470 u.s. 274 (1985)	Privileges and Immunities	
Saenz v. Roe 526 u.s. 489 (1999)	Privileges and Immunities	
Georgia v. Brailsford 3 u.s. 1 (1794)	Property	
Talbot v. Janson 3 u.s. 133 (1795)	Property	
Calder v. Bull 3 u.s. 386 (1798)	Property	
Village of Euclid v. Ambler Realty Co. 272 u.s. 365 (1926)	Property	
